HD ID,Main ID,HIP ID,HR ID,RA,DEC,Spectral Type,GAIA,GAIA or Hipparcos,Mag,Mag error,LD Diameter [mas],LD Diameter error [mas],Bolometric Flux [10^(-8) erg/s cm^2],Bolometric Flux Error,Bolometric Absolute Magnitude,Parallax [mas],Parallax Error,Distance [pc],Distance error,Radius [R_sun],Radius error,Teff [K],Teff error,Luminosity [L_sun],Luminosity error,Methods of Measurement,Exoplanet Host?,Diameter Sources,Bolometric Flux Sources,ra_deg,dec_deg
HD156283,* pi. Her,HIP 84380,HR  6418,17 15 02.8343,+36 48 32.984,K3II,,Hipparcos,3.3121,0.0006,5.165666476,0.007207183,282.0,14.0,,8.66,0.12,115.4734411,1.600093872,64.24360973,0.8947127793,4220.855745,52.46919259,1173.848146,66.74139491,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1989ApJ...340.1103H, 1999AJ....118.3032N, 2003AJ....126.2502M, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,258.7618095833333,36.80916222222222
HD197989,* eps Cyg,HIP 102488,"** CHR  100, HR  7949",20 46 12.6722,+33 58 13.182,K0III,,Hipparcos,2.6429,0.0003,4.661714678,0.017037037,390.0,9.0,,44.86,0.12,22.29157379,0.059629711,11.19200472,0.050689022,4818.30981,29.15900816,60.49850781,1.433146494,"Opt Int, Opt Int, Opt Int",Not a host,"2003AJ....126.2502M, 2017A&A...600L...2C, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,311.55280083333327,33.970328333333335
HD3627,* del And,HIP 3092,HR   165,00 39 19.6031,+30 51 39.540,K3III-IIIbCN0.5,,Hipparcos,3.4328,0.0005,4.147175197,0.021697916,216.9810327,2.04506654,,30.91,0.15,32.35198965,0.156997685,14.45023275,0.1031175871,4411.950847,15.53320921,70.89610176,0.9591459169,"Opt Int, Opt Int, Opt Int",Not a host,"1991AJ....101.2207M, 2003AJ....126.2502M, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,9.831679583333333,30.860983333333333
HD175588,* del02 Lyr,HIP 92791,HR  7139,18 54 30.2833,+36 53 55.013,M4II,,Hipparcos,4.2177,0.0053,11.53464533,0.02367932,589.0,22.0,,4.43,0.18,225.7336343,9.172021259,280.4283934,11.40891538,3395.690619,31.89947804,9369.284715,837.9611697,"Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1996AJ....111.1705D, 2003AJ....126.2502M, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,283.6261804166666,36.89861472222222
HD148783,* g Her,HIP 80704,HR  6146,16 28 38.5485,+41 52 54.040,M6-III,,Hipparcos,4.484,0.0197,18.59114985,0.178424899,1200.0,60.0,,9.21,0.18,108.577633,2.12203843,217.4042782,4.733601332,3195.535153,42.78642059,4416.320464,280.2839161,"Opt Int, Opt Int, Opt Int",Not a host,"1996AJ....111.1705D, 2003AJ....126.2502M",2023ApJS..266…6A,247.16061874999997,41.88167777777778
HD202109,* zet Cyg,HIP 104732,HR  8115,21 12 56.1859,+30 13 36.835,G8+III-IIIaBa0.5,,Hipparcos,3.3743,0.0003,2.819523077,0.024310808,164.0,2.0,,22.79,0.35,43.87889425,0.673875076,13.32455744,0.234678914,4989.126882,26.34387924,98.57205074,3.257573044,"Opt Int, Opt Int",Not a host,"1996AJ....111.1705D, 2003AJ....126.2502M, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,318.23410791666663,30.22689861111111
HD112300,* del Vir,HIP 63090,HR  4910,12 55 36.2086,+03 23 50.893,M3+III,,Hipparcos,3.4405,0.0027,10.91024819,0.020606875,630.0,20.0,,16.44,0.22,60.82725061,0.813989972,71.47501941,0.9659584319,3550.74297,28.37930399,727.6717541,30.21478284,"Opt Int, Opt Int",Host star,"2003AJ....126.2502M, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,193.90086916666664,3.397470277777778
HD210745,* zet Cep,HIP 109492,HR  8465,22 10 51.2769,+58 12 04.545,K1.5Ib,,Hipparcos,3.512,0.0013,5.290873492,0.021034313,349.0,18.0,,3.9,0.1,256.4102564,6.574621959,146.1114448,3.791211817,4398.899923,57.3893961,7162.997624,520.9782392,"Opt Int, Opt Int, Opt Int",Not a host,"2003AJ....126.2502M, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,332.71365374999993,58.201262500000006
HD35497,* bet Tau,HIP 25428,HR  1791,05 26 17.5131,+28 36 26.826,B7III,,Hipparcos,1.6151,0.0006,1.239,0.052,1070.0,25.0,,24.36,0.34,41.05090312,0.57296006,5.477917501,0.2422844634,12028.50644,262.0102682,562.8955353,20.49067236,"Opt Int, Opt Int",Not a host,"2019ApJ...873...91G, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,81.57297125,28.60745166666667
HD113226,* eps Vir,HIP 63608,HR  4932,13 02 10.5970,+10 57 32.935,G8III-IIIb,,Hipparcos,2.998,0.0008,3.288979409,0.008021884,221.236095,1.683193526,,29.76,0.14,33.60215054,0.158074633,11.90281525,0.063072863,4978.343194,11.24811838,77.98098647,0.9435553542,"Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1999AJ....118.3032N, 2003AJ....126.2502M, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,195.54415416666663,10.959148611111111
HD209750,* alf Aqr,HIP 109074,HR  8414,22 05 47.0359,-00 19 11.456,G2Ib,,Hipparcos,3.108,0.0006,3.0890198,0.018373824,263.0,13.0,,6.23,0.19,160.5136437,4.895279662,53.40158046,1.659305889,5363.891751,68.17645466,2115.330589,166.0730352,"Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1999AJ....118.3032N, 2003AJ....126.2502M, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,331.4459829166666,-0.31984888888888885
HD222404,* gam Cep,HIP 116727,"** NHR    9, HR  8974",23 39 20.9104,+77 37 56.510,K1III-IVCN1,,Hipparcos,3.3767,0.0004,3.268425122,0.010694043,186.0,9.0,,70.91,0.4,14.1023833,0.079550886,4.96423714,0.032372708,4782.008897,58.37348722,11.54772858,0.573748119,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Host star,"1999AJ....118.3032N, 2009ApJ...701..154B, 2016ApJS..227....4H, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,354.8371266666666,77.63236388888888
HD432,* bet Cas,HIP 746,HR    21,00 09 10.6851,+59 08 59.212,F2III,,Hipparcos,2.3579,0.0017,2.107275489,0.010213575,304.0,15.0,,59.58,0.38,16.78415576,0.107048996,3.809274607,0.0305147,6733.783541,84.65255519,26.73444547,1.362501762,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1999AJ....118.3032N, 2014ApJ...797..119M, 2016ApJS..227....4H, 2017A&A...606L...1W, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,2.29452125,59.14978111111111
HD215182,* eta Peg,HIP 112158,HR  8650,22 43 00.1288,+30 13 16.372,G8II+F0V,,Hipparcos,3.0897,0.0004,3.431333333,0.018,211.5310866,3.181877796,,15.22,0.71,65.70302234,3.064989873,24.28117627,1.13983532,4819.627893,22.09742298,285.0647318,26.9395023,"Opt Int, Opt Int",Not a host,"2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,340.7505366666666,30.221214444444442
HD89758,* mu. UMa,HIP 50801,HR  4069,10 22 19.7276,+41 29 58.337,M0III,,Hipparcos,3.1544,0.0026,8.574725143,0.027446553,549.0,21.0,,14.16,0.54,70.62146893,2.693191612,65.21964334,2.495935402,3869.763249,37.52060769,854.7604756,72.93296485,"Opt Int, Opt Int",Not a host,"2003AJ....126.2502M, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,155.5821983333333,41.499538055555554
HD96833,* psi UMa,HIP 54539,HR  4335,11 09 39.8082,+44 29 54.555,K1III,,Hipparcos,3.1638,0.0006,4.130347796,0.00490859,230.8569467,2.360117233,,22.57,0.14,44.30660168,0.274830493,19.70954183,0.124480405,4489.974134,11.78163817,141.4745833,2.274270304,"Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"2003AJ....126.2502M, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,167.4158675,44.4984875
HD121370,* eta Boo,HIP 67927,HR  5235,13 54 41.0789,+18 23 51.794,G0IV,,Hipparcos,2.7957,0.0004,2.165965476,0.008883557,219.4,0.4,,87.75,1.24,11.3960114,0.161037654,2.658433921,0.039116795,6121.879889,12.86057679,8.894897902,0.2519110865,"Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"2003AJ....126.2502M, 2005A&A...436..253T, 2014ApJ...781...90B, https://www.aanda.org/articles/aa/pdf/2022/02/aa42100-21.pdf",Boyajian et al. (2013),208.67116208333331,18.397720555555555
HD148387,* eta Dra,HIP 80331,HR  6132,16 23 59.4863,+61 30 51.155,G8-IIIab,,Hipparcos,2.8717,0.0005,3.471502128,0.007007064,263.0,13.0,,35.42,0.09,28.23263693,0.071737361,10.55578033,0.034254304,5059.779987,62.7339735,65.44210029,3.25183141,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"2003AJ....126.2502M, 2016ApJS..227....4H, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,245.9978595833333,61.51420972222222
HD76294,* zet Hya,HIP 43813,HR  3547,08 55 23.6261,+05 56 44.035,G8.5III,,Hipparcos,3.2803,0.0005,3.199714303,0.011814228,190.7468514,2.306763683,,19.51,0.18,51.25576627,0.472887644,17.6634445,0.175529388,4863.625837,17.22901786,156.437704,3.451313634,"Opt Int, Opt Int, Opt Int",Not a host,"2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,133.8484420833333,5.945565277777778
HD148856,* bet Her,HIP 80816,HR  6148,16 30 13.1995,+21 29 22.600,G7IIIaFe-0.5,,Hipparcos,2.9378,0.0005,3.471745426,0.005584386,270.0,14.0,,23.44,0.58,42.66211604,1.055632564,15.95187469,0.3955467444,5092.938346,66.14651506,153.4076947,10.99589939,"Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"2003AJ....126.2502M, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,247.55499791666665,21.489611111111113
HD140573,* alf Ser,HIP 77070,HR  5854,15 44 16.0743,+06 25 32.263,K2IIIbCN1,,Hipparcos,2.7971,0.0004,4.774829329,0.008742156,366.0,18.0,,44.1,0.19,22.67573696,0.097695919,11.66113245,0.054588997,4685.897221,57.77296522,58.74927353,2.933321016,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"2003AJ....126.2502M, 2016ApJS..227....4H, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,236.06697624999995,6.425628611111112
HD150680,* zet Her,HIP 81693,HR  6212,16 41 17.1610,+31 36 09.787,G0IV,,Hipparcos,2.9338,0.0004,2.273077583,0.013500566,196.2,0.17,,93.32,0.47,10.71581655,0.0539695,2.623378736,0.020428921,5811.242985,17.30330487,7.033121781,0.071105319,"Opt Int, Opt Int, Opt Int",Not a host,"2003AJ....126.2502M, 2014ApJ...781...90B",Boyajian et al. (2013),250.32150416666664,31.60271861111111
HD84441,* eps Leo,HIP 47908,HR  3873,09 45 51.0736,+23 46 27.313,G1IIIa,,Hipparcos,3.1168,0.0006,2.618620247,0.011316381,223.0,11.0,,13.22,0.15,75.6429652,0.858278728,21.33352059,0.2590219902,5590.380503,69.98993286,398.3277352,21.62796768,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"2003AJ....126.2502M, 2009MNRAS.394.1925V, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,146.46280666666664,23.77425361111111
HD128620,* alf Cen A,HIP 71683,HR  5459,14 39 36.4940,-60 50 02.373,G2V,,Hipparcos,1.2429,0.1154,8.508644172,0.013747355,2716.0,27.0,,796.92,25.9,1.2548311,0.040782168,1.149918605,0.037418652,5793.668924,15.14043773,1.335054231,0.08778789,"Opt Int, Opt Int",Not a host,"2003A&A...404.1087K, 2017A&A...597A.137K, https://ui.adsabs.harvard.edu/abs/2017A%26A...597A.137K/abstract",Diameter source,219.9020583333333,-60.8339925
HD128621,* alf Cen B,HIP 71681,HR  5460,14 39 35.0631,-60 50 15.099,K1V,,Hipparcos,1.2429,0.1154,6.015910663,0.010328604,898.0,12.0,,796.92,25.9,1.2548311,0.040782168,0.813032894,0.026460515,5224.80166,18.02183918,0.441413365,0.029292036,"Opt Int, Opt Int, Opt Int",Not a host,"2003A&A...408..681K, 2006A&A...446..635B, 2017A&A...597A.137K, https://ui.adsabs.harvard.edu/abs/2017A%26A...597A.137K/abstract",Diameter source,219.89609624999997,-60.8375275
HD159181,* bet Dra,HIP 85670,HR  6536,17 30 25.9616,+52 18 04.999,G2Ib-IIa,,Hipparcos,2.9466,0.0005,3.225,0.053,281.2431543,10.09035202,,8.58,0.1,116.5501166,1.358392967,40.48218043,0.815612182,5338.350001,64.93735311,1192.630685,51.02682813,Opt Int,Not a host,2003AJ....126.2502M,"2023ApJS..266…6A, 2018A&A..614A..125F",262.6081733333333,52.30138861111111
HD25025,* gam Eri,HIP 18543,HR  1231,03 58 01.7658,-13 30 30.653,M0III-IIIb,,Hipparcos,3.0703,0.0019,9.287174226,0.027640317,586.0,21.0,,16.04,0.58,62.34413965,2.254339214,62.35922281,2.262509482,3779.497142,34.3245953,711.0292753,57.38802951,Opt Int,Not a host,"2003AJ....126.2502M, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,59.5073575,-13.508514722222221
HD146791,* eps Oph,HIP 79882,HR  6075,16 18 19.2902,-04 41 33.047,G9.5IIIbFe-0.5,,Hipparcos,3.3887,0.0009,2.966,0.061,170.0,3.2,,30.64,0.2,32.63707572,0.213035742,10.42566703,0.2249589244,4908.265771,55.50676375,56.52882961,1.29493453,"Opt Int, Opt Int, Opt Int",Not a host,2014ApJ...781...90B,Diameter source,244.58037583333333,-4.692513055555556
HD97603,* del Leo,HIP 54872,HR  4357,11 14 06.5014,+20 31 25.385,A5IV(n),,Hipparcos,2.5932,0.0004,1.308963504,0.007518347,226.5,0.3,,55.82,0.25,17.9147259,0.080234351,2.525568606,0.01839494,7937.883056,22.9476011,22.69275039,0.2054773851,"Opt Int, Opt Int",Not a host,"2009ApJ...691.1896A, 2012ApJ...746..101B",Boyajian et al. (2013),168.52708916666663,20.523718055555555
HD168723,* eta Ser,HIP 89962,HR  6869,18 21 18.6005,-02 53 55.776,K0III-IV,,Hipparcos,3.3995,0.0006,2.958599528,0.004923638,166.0,0.4,,53.93,0.18,18.54255516,0.061888743,5.90849984,0.022035983,4885.233695,5.018421814,17.81746201,0.1264490764,"Opt Int, Opt Int, Opt Int",Not a host,"2010A&A...517A..64M, 2014ApJ...781...90B, 2016ApJS..227....4H",Diameter source,275.3275020833333,-2.8988266666666664
HD4128,* bet Cet,HIP 3419,HR   188,00 43 35.3709,-17 59 11.782,G9.5IIICH-1,,Hipparcos,2.2061,0.0008,5.509753607,0.002498612,535.0456265,18.92514569,,33.86,0.16,29.53337271,0.139555217,17.52534955,0.083193717,4796.594768,42.42913508,145.6852237,5.333808764,"Opt Int, Opt Int",Not a host,"2011A&A...535A..59B, 2013MNRAS.434..437C","2023ApJS..266…6A, 2018A&A…614A..125F",10.89737875,-17.98660611111111
HD161096,* bet Oph,HIP 86742,HR  6603,17 43 28.3519,+04 34 02.293,K2IIICN0.5,,Hipparcos,2.9279,0.0003,4.483292832,0.005976216,293.0,15.0,,39.85,0.17,25.09410289,0.10705138,12.11686434,0.054155221,4574.248619,58.62346632,57.59828644,2.989387571,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"2011A&A...535A..59B, 2016ApJS..227....4H, 2017A&A...600L...2C, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,265.8681329166666,4.567303611111111
HD137759,* iot Dra,HIP 75458,HR  5744,15 24 55.7746,+58 57 57.834,K2III,,Hipparcos,3.4638,0.0005,3.56994621,0.00652698,216.0,11.0,,32.23,0.1,31.02699348,0.096267432,11.92951622,0.04296195,4749.895065,60.62888994,64.91300799,3.33020617,"Opt Int, Opt Int, Opt Int",Host star,"2011ApJ...743..130B, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,231.23239416666664,58.966065
HD210418,* tet Peg,HIP 109427,HR  8450,22 10 11.9886,+06 11 52.517,A1Va,,Hipparcos,3.5534,0.0008,0.8217712,0.014905811,96.1,5.0,,35.34,0.85,28.29654782,0.680590426,2.504412349,0.075445275,8085.498525,128.211124,24.02087878,1.70210233,Opt Int,Not a host,"2012ApJ...746..101B, https://ui.adsabs.harvard.edu/abs/2023AJ....165...41B/abstract",Diameter source,332.5499525,6.197921388888889
HD95418,* bet UMa,HIP 53910,HR  4295,11 01 50.4797,+56 22 56.761,A1IVps,,Hipparcos,2.3499,0.0004,1.149,0.014,313.9,0.6,,40.9,0.16,24.44987775,0.095647444,3.025646497,0.038719508,9192.618316,56.17578128,58.57918079,0.4718005004,"Opt Int, Opt Int",Not a host,"2012ApJ...746..101B, 2014ApJ...797..119M",Boyajian et al. (2013),165.46033208333333,56.38243361111111
GJ687,BD+68   946,HIP 86162,,17 36 25.8993,+68 20 20.909,M3.0V,,Hipparcos,9.1467,0.0029,0.8545,0.009192388,3.38,0.145,,220.84,0.94,4.528165187,0.019274023,0.416730986,0.004821201,3433.796513,41.19898487,0.021635145,0.000946233,Opt Int,Host star,"2012ApJ...757..112B, https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.2674R/abstract",Diameter source,264.10791375,68.33914138888889
HD150798,* alf TrA,HIP 82273,HR  6217,16 48 39.8950,-69 01 39.762,K2III_Ba1,,Hipparcos,2.0711,0.0006,9.24,0.002,1000.0,50.0,,8.35,0.15,119.760479,2.151385851,119.1809823,2.141131138,4330.773075,54.1366924,4477.397402,275.6721441,Opt Int,Not a host,2013MNRAS.434..437C,2023ApJS..266…6A,252.16622916666665,-69.02771166666666
HD24512,* gam Hyi,HIP 17678,HR  1208,03 47 14.3406,-74 14 20.266,M1III,,Hipparcos,3.342,0.002,8.79,0.009,600.0,30.0,,15.24,0.11,65.6167979,0.473612058,62.11913119,0.4528551924,3907.912119,48.88985301,806.4545762,41.96966046,Opt Int,Not a host,2013MNRAS.434..437C,"2018A&A…614A.125F, 2018A&A..614A.125F",56.80975249999999,-74.23896277777777
HD186882,* del Cyg,HIP 97165,HR  7528,19 44 58.4785,+45 07 50.916,A0IV,,Hipparcos,2.8683,0.0002,0.79,0.004,200.6823865,3.760367607,,19.77,0.48,50.58168943,1.228083507,4.303698977,0.1067384156,9913.229995,52.78601671,160.285602,8.342599112,"Opt Int, Opt Int",Not a host,"2014A&A...570A.104C, 2019ApJ...873...91G","2017AJ…153…16S, 2018A&A..614A.125F",296.2436604166666,45.130810000000004
HD214923,*  42 Peg,HIP 112029,HR  8634,22 41 27.7207,+10 49 52.907,B8V,,Hipparcos,3.3887,0.0004,0.55,0.009,190.5527417,1.171768967,,15.96,0.19,62.6566416,0.7459124,3.711515404,0.075105882,11727.99763,97.63551261,233.5328729,5.74276047,"Opt Int, Opt Int",Not a host,"2014A&A...570A.104C, 2019ApJ...873...91G","2017AJ…153…16S, 2008ApJS..176..276V",340.3655029166666,10.831363055555554
HD153210,* kap Oph,HIP 83000,HR  6299,16 57 40.0975,+09 22 30.104,K2III,,Hipparcos,3.3612,0.0006,3.652523784,0.012391998,206.0,4.0,,35.66,0.2,28.04262479,0.157277761,11.03146468,0.072309644,4640.573894,23.86290246,50.57118578,1.13403623,"Opt Int, Opt Int",Not a host,"2014ApJ...781...90B, 2016ApJS..227....4H",Diameter source,254.41707291666663,9.37502888888889
GJ15A,HD   1326,HIP 1475,,00 18 22.8849,+44 01 22.637,M2V,,Hipparcos,8.1451,0.0013,1.005,0.005,5.66,0.07,,278.76,0.77,3.587315253,0.009909,0.3882907733,0.002209569,3601.824025,14.29322634,0.022738097,0.000307994,[],Not a host,2014ApJ...794...51H,Mann et al. (2013),4.595353749999999,44.022954722222224
HD204867,* bet Aqr,HIP 106278,HR  8232,21 31 33.5317,-05 34 16.232,G0Ib,,Hipparcos,3.0404,0.0006,2.704,0.006363961,241.0,12.0,,6.07,0.22,164.7446458,5.97097563,47.97770404,1.74255772,5609.218151,70.13559493,2041.917798,179.569863,"Opt Int, Opt Int",Not a host,"2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,322.88971541666666,-5.5711755555555555
HD18925,* gam Per,HIP 14328,HR   915,03 04 47.7907,+53 30 23.168,G9III+A2-III:,,Hipparcos,3.0586,0.0005,3.894,0.012727922,224.0,11.0,,13.41,0.51,74.57121551,2.836041753,31.27437463,1.193790454,4589.500745,56.84136996,388.856226,35.20606573,"Opt Int, Opt Int",Not a host,"2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,46.19912791666666,53.506435555555555
GJ581,BD-07  4003,HIP 74995,,15 19 26.8269,-07 43 20.189,M3V,,Hipparcos,10.5759,0.004,0.476,0.004949747,0.967,0.039,,160.91,2.62,6.214654154,0.101189447,0.318599715,0.006155226,3364.76359,38.17106194,0.011658938,0.000604361,Opt Int,Host star,"2019MNRAS.484.2674R, https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.2674R/abstract",Diameter source,229.86177874999996,-7.722274722222222
GJ628,BD-12  4523,HIP 80824,,16 30 18.0583,-12 39 45.321,M3V,,Hipparcos,10.0277,0.003,0.6688957346,0.008674198,1.909145373,0.036343317,,232.98,1.6,4.292213924,0.029476961,0.3092154964,0.004537473,3364.588454,27.06161677,0.010979949,0.000257746,[],Not a host,"2019MNRAS.484.2674R, https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.2674R/abstract, https://ui.adsabs.harvard.edu/abs/2017ApJ...835..200K/abstract",Diameter source,247.57524291666664,-12.662589166666667
GJ551,NAME Proxima Centauri,HIP 70890,,14 29 42.9461,-62 40 46.164,M5.5Ve,,Hipparcos,10.7613,0.0038,1.103,0.007,2.866,0.21,,771.64,2.6,1.295941112,0.004366605,0.1539509045,0.001106189,2900.231759,53.91825829,0.001502607,0.000110565,[],Not a host,https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.2674R/abstract,Diameter source,217.4289420833333,-62.679489999999994
HD149438,* tau Sco,HIP 81266,HR  6165,16 35 52.9528,-28 12 57.661,B0.2V,,Hipparcos,2.7374,0.0004,0.338,0.011,41.6,2.08,,6.88,0.53,145.3488372,11.19693077,5.291145776,0.4424837476,10226.24978,209.8336116,274.3563702,44.44022183,Opt Int,Not a host,2021A&A...652A..26S,2018A&A…614A.125F,248.9706366666666,-28.216016944444444
HD886,* gam Peg,HIP 1067,HR    39,00 13 14.1523,+15 11 00.954,B2IV,,Hipparcos,2.7544,0.0009,0.435,0.004,1169.0,25.06,,8.33,0.53,120.0480192,7.638109265,5.62426429,0.3615642336,20754.41101,146.5513526,5259.241365,678.6732995,Opt Int,Not a host,2021A&A...652A..26S,2017AJ…153…16S,3.3089679166666666,15.183598333333334
HD182640,* del Aql,HIP 95501,HR  7377,19 25 29.9013,+03 06 53.206,F1IV-V(n),,Hipparcos,3.4408,0.0004,1.203,0.016,113.0,0.1,,64.41,1.0,15.52553951,0.241042377,2.011563715,0.041123299,6958.861787,46.30232288,8.502965937,0.264133473,[],Not a host,https://ui.adsabs.harvard.edu/abs/2023AJ....165...41B/abstract,Diameter source,291.37458875,3.1147794444444443
HD12311,* alf Hyi,HIP 9236,HR   591,01 58 46.1385,-61 34 11.359,F0IV,,Hipparcos,2.9305,0.0003,1.46,0.016,179.0,3.0,,45.43,0.44,22.01188642,0.213190183,3.461238963,0.050621878,7086.605281,48.88218205,27.07485576,0.6935100667,[],Not a host,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.2377R/abstract,Diameter source,29.69224375,-61.56982194444445
HD141891,* bet TrA,HIP 77952,HR  5897,15 55 08.5620,-63 25 50.615,F1V,,Hipparcos,2.9075,0.0004,1.462,0.013,188.2,2.1,,80.79,0.16,12.37776953,0.024513469,1.948997264,0.017754986,7171.048044,37.6383626,9.001253595,0.1065792598,[],Not a host,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.2377R/abstract,Diameter source,238.78567499999994,-63.430726388888885
GJ436,Ross  905,HIP 57087,,11 42 11.0933,+26 42 23.650,M3V,,Hipparcos,10.6841,0.0029,0.415,0.013,0.8,0.053,,98.61,2.33,10.14095933,0.239615001,0.4532612609,0.017784816,3436.7652,78.34279693,0.025683054,0.002090019,[],Host star,https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.2674R/abstract,Diameter source,175.5462220833333,26.706569444444444
